PMID	genename	PTOterm	sent
16085936	PIN1	plant phenotype	Adventitious root emergence and development were significantly inhibited in the OsPIN1 RNA interference (RNAi) transgenic plants, which was similar to the phenotype of NPA (N-1-naphthylphalamic acid, an auxin-transport inhibitor)-treated wild-type plants.
16085936	PIN1	plant phenotype	Adventitious root emergence and development were significantly inhibited in the OsPIN1 RNA interference (RNAi) transgenic plants, which was similar to the phenotype of NPA (N-1-naphthylphalamic acid, an auxin-transport inhibitor)-treated wild-type plants.
16085936	PIN1	plant phenotype	Adventitious root emergence and development were significantly inhibited in the OsPIN1 RNA interference (RNAi) transgenic plants, which was similar to the phenotype of NPA (N-1-naphthylphalamic acid, an auxin-transport inhibitor)-treated wild-type plants.
16085936	PIN1	tiller number	Overexpression or suppression of the OsPIN1 expression through a transgenic approach resulted in changes of tiller numbers and shoot/root ratio.
16085936	PIN1	tiller number	Overexpression or suppression of the OsPIN1 expression through a transgenic approach resulted in changes of tiller numbers and shoot/root ratio.
16085936	PIN1	tiller number	Overexpression or suppression of the OsPIN1 expression through a transgenic approach resulted in changes of tiller numbers and shoot/root ratio.
16085936	PIN1	tiller number	Overexpression or suppression of the OsPIN1 expression through a transgenic approach resulted in changes of tiller numbers and shoot/root ratio.
16217607	SEPALLATA1/2/3	plant phenotype	These phenotypes resemble the phenotypes caused by mutations of the dicot E-class genes, such as the Arabidopsis SEP123(SEPALLATA1/2/3) and the petunia FBP2(Floral Binding Protein 2), suggesting that OsMADS1play a very similar role in rice to that of defined E-class genes in dicot plants.
16217607	SEPALLATA1/2/3	plant phenotype	These phenotypes resemble the phenotypes caused by mutations of the dicot E-class genes, such as the Arabidopsis SEP123(SEPALLATA1/2/3) and the petunia FBP2(Floral Binding Protein 2), suggesting that OsMADS1play a very similar role in rice to that of defined E-class genes in dicot plants.
16217607	SEPALLATA1/2/3	plant phenotype	These phenotypes resemble the phenotypes caused by mutations of the dicot E-class genes, such as the Arabidopsis SEP123(SEPALLATA1/2/3) and the petunia FBP2(Floral Binding Protein 2), suggesting that OsMADS1play a very similar role in rice to that of defined E-class genes in dicot plants.
16217607	SEPALLATA1/2/3	plant phenotype	These phenotypes resemble the phenotypes caused by mutations of the dicot E-class genes, such as the Arabidopsis SEP123(SEPALLATA1/2/3) and the petunia FBP2(Floral Binding Protein 2), suggesting that OsMADS1play a very similar role in rice to that of defined E-class genes in dicot plants.
16217607	SEPALLATA1/2/3	plant phenotype	These phenotypes resemble the phenotypes caused by mutations of the dicot E-class genes, such as the Arabidopsis SEP123(SEPALLATA1/2/3) and the petunia FBP2(Floral Binding Protein 2), suggesting that OsMADS1play a very similar role in rice to that of defined E-class genes in dicot plants.
16326928	AGAMOUS	meristem identity	The C-class MADS box gene AGAMOUS (AG) plays crucial roles in Arabidopsis thaliana development by regulating the organ identity of stamens and carpels, the repression of A-class genes, and floral meristem determinacy.
16326928	AGAMOUS	meristem identity	The C-class MADS box gene AGAMOUS (AG) plays crucial roles in Arabidopsis thaliana development by regulating the organ identity of stamens and carpels, the repression of A-class genes, and floral meristem determinacy.
16326928	AGAMOUS	meristem identity	The C-class MADS box gene AGAMOUS (AG) plays crucial roles in Arabidopsis thaliana development by regulating the organ identity of stamens and carpels, the repression of A-class genes, and floral meristem determinacy.
16326928	AGAMOUS	meristem determinacy	The C-class MADS box gene AGAMOUS (AG) plays crucial roles in Arabidopsis thaliana development by regulating the organ identity of stamens and carpels, the repression of A-class genes, and floral meristem determinacy.
16326928	AGAMOUS	meristem determinacy	The C-class MADS box gene AGAMOUS (AG) plays crucial roles in Arabidopsis thaliana development by regulating the organ identity of stamens and carpels, the repression of A-class genes, and floral meristem determinacy.
16326928	AGAMOUS	meristem determinacy	The C-class MADS box gene AGAMOUS (AG) plays crucial roles in Arabidopsis thaliana development by regulating the organ identity of stamens and carpels, the repression of A-class genes, and floral meristem determinacy.
16326928	AGAMOUS	organ identity	The C-class MADS box gene AGAMOUS (AG) plays crucial roles in Arabidopsis thaliana development by regulating the organ identity of stamens and carpels, the repression of A-class genes, and floral meristem determinacy.
16326928	AGAMOUS	organ identity	The C-class MADS box gene AGAMOUS (AG) plays crucial roles in Arabidopsis thaliana development by regulating the organ identity of stamens and carpels, the repression of A-class genes, and floral meristem determinacy.
16326928	AGAMOUS	organ identity	The C-class MADS box gene AGAMOUS (AG) plays crucial roles in Arabidopsis thaliana development by regulating the organ identity of stamens and carpels, the repression of A-class genes, and floral meristem determinacy.
16326928	AGAMOUS	floral organ identity	The C-class MADS box gene AGAMOUS (AG) plays crucial roles in Arabidopsis thaliana development by regulating the organ identity of stamens and carpels, the repression of A-class genes, and floral meristem determinacy.
16326928	AGAMOUS	floral organ identity	The C-class MADS box gene AGAMOUS (AG) plays crucial roles in Arabidopsis thaliana development by regulating the organ identity of stamens and carpels, the repression of A-class genes, and floral meristem determinacy.
16326928	AGAMOUS	floral organ identity	The C-class MADS box gene AGAMOUS (AG) plays crucial roles in Arabidopsis thaliana development by regulating the organ identity of stamens and carpels, the repression of A-class genes, and floral meristem determinacy.
16541127	sulfiredoxin	stress resistance	By reducing cysteine-sulfinic acid in oxidized peroxiredoxin, sulfiredoxin (Srx) plays an important role in oxidation stress resistance in yeast and human cells.
16541127	Srx	stress resistance	By reducing cysteine-sulfinic acid in oxidized peroxiredoxin, sulfiredoxin (Srx) plays an important role in oxidation stress resistance in yeast and human cells.
16541127	Srx	stress resistance	By reducing cysteine-sulfinic acid in oxidized peroxiredoxin, sulfiredoxin (Srx) plays an important role in oxidation stress resistance in yeast and human cells.
16805736	isi1	seed set	Soil-grown isi1 mutants show reduced plant growth and seed set compared to wild-type Arabidopsis.
16805736	isi1	seed set	Soil-grown isi1 mutants show reduced plant growth and seed set compared to wild-type Arabidopsis.
16805736	ISI1	ABA response	ISI1 interacts synergistically with, but is genetically distinct from, the abscisic acid (ABA) signalling pathway controlling sugar responses via ABI4.
16805736	ISI1	ABA response	ISI1 interacts synergistically with, but is genetically distinct from, the abscisic acid (ABA) signalling pathway controlling sugar responses via ABI4.
16805736	ABI4	ABA response	ISI1 interacts synergistically with, but is genetically distinct from, the abscisic acid (ABA) signalling pathway controlling sugar responses via ABI4.
16805736	ABI4	ABA response	ISI1 interacts synergistically with, but is genetically distinct from, the abscisic acid (ABA) signalling pathway controlling sugar responses via ABI4.
16805736	ISI1	abscisic acid response	ISI1 interacts synergistically with, but is genetically distinct from, the abscisic acid (ABA) signalling pathway controlling sugar responses via ABI4.
16805736	ISI1	abscisic acid response	ISI1 interacts synergistically with, but is genetically distinct from, the abscisic acid (ABA) signalling pathway controlling sugar responses via ABI4.
16805736	ABI4	abscisic acid response	ISI1 interacts synergistically with, but is genetically distinct from, the abscisic acid (ABA) signalling pathway controlling sugar responses via ABI4.
16805736	ABI4	abscisic acid response	ISI1 interacts synergistically with, but is genetically distinct from, the abscisic acid (ABA) signalling pathway controlling sugar responses via ABI4.
16889974	rHsp90	salt tolerance	Yeast (Saccharomyces cerevisiae) over-expressing rHsp90 exhibited greater tolerance to NaCl, Na(2)CO(3) and NaHCO(3) and tobacco seedlings over-expressing rHsp90 could tolerate salt concentrations as high as 200 mM NaCl, whereas untransformed control seedlings couldn't.
16891402	BAS1	An	An Arabidopsis thaliana knockout mutant for NTRC shows irregular mesophyll cell shape, abnormal chloroplast structure, and unbalanced BAS1 redox state, resulting in impaired photosynthesis rate under low light.
16900200	Alcohol dehydrogenase 1	submergence tolerance	japonica conferred enhanced tolerance to the plants, downregulation of Sub1C and upregulation of Alcohol dehydrogenase 1 (Adh1), indicating that Sub1A-1 is a primary determinant of submergence tolerance.
