PMID	gene_id	gene_name	gene_time	PTO	term	PTO_time
27493611	815864	['ALD1']	5	TO:0000074	blast disease resistance|blast disease resistance trait|blast disease susceptibility	1
27493611	815864	['ALD1']	5	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
27717449	4336705	['Roc4']	8	TO:0000860	flower length	1
27717449	4336705	['Roc4']	8	TO:0000207	plant height|Ht|PTHT|shoot height	1
27717449	4336705	['Roc4']	8	TO:0002759	grain number|GRNB|kernel number	1
27717449	107276161	['Ghd7']	7	TO:0000860	flower length	1
27717449	107276161	['Ghd7']	7	TO:0000207	plant height|Ht|PTHT|shoot height	1
27717449	107276161	['Ghd7']	7	TO:0002759	grain number|GRNB|kernel number	1
27585744	29141377	['atpB', 'AtpB']	2	TO:0000495	chlorophyll content|CHLCN	1
27621738	4340087	['Ef7', 'ef7', 'Hd17']	3	TO:0000137	days to heading|DTHD|heading date	2
27621738	107276161	['Ghd7']	7	TO:0000137	days to heading|DTHD|heading date	2
27619227	29141357	['ATPF']	2	TO:0000135	leaf length|LFLG|lfln|LL	1
27619227	29141357	['ATPF']	2	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	4
27619227	29141357	['ATPF']	2	TO:0000207	plant height|Ht|PTHT|shoot height	1
27619227	29141357	['ATPF']	2	TO:0000370	leaf width|LFWD|lfwid|LW	1
27619227	29141357	['ATPF']	2	TO:0000495	chlorophyll content|CHLCN	1
27619227	29141357	['ATPF']	2	TO:0000541	leaf position|leaf height|LFHT	1
27619227	29141357	['ATPF']	2	TO:0006062	plant width	1
27619227	29141357	['ATPF']	2	TO:0012002	leaf chlorophyll content	1
27619227	29141357	['ATPF']	2	TO:0000106	male sterility type|MS	1
27619227	29141363	['psaA', 'PsaA', 'PSAA']	2	TO:0000135	leaf length|LFLG|lfln|LL	1
27619227	29141363	['psaA', 'PsaA', 'PSAA']	2	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	4
27619227	29141363	['psaA', 'PsaA', 'PSAA']	2	TO:0000207	plant height|Ht|PTHT|shoot height	1
27619227	29141363	['psaA', 'PsaA', 'PSAA']	2	TO:0000370	leaf width|LFWD|lfwid|LW	1
27619227	29141363	['psaA', 'PsaA', 'PSAA']	2	TO:0000495	chlorophyll content|CHLCN	1
27619227	29141363	['psaA', 'PsaA', 'PSAA']	2	TO:0000541	leaf position|leaf height|LFHT	1
27619227	29141363	['psaA', 'PsaA', 'PSAA']	2	TO:0006062	plant width	1
27619227	29141363	['psaA', 'PsaA', 'PSAA']	2	TO:0012002	leaf chlorophyll content	1
27619227	29141363	['psaA', 'PsaA', 'PSAA']	2	TO:0000106	male sterility type|MS	1
27619227	29141362	['PsaB', 'PSAB']	2	TO:0000135	leaf length|LFLG|lfln|LL	1
27619227	29141362	['PsaB', 'PSAB']	2	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	4
27619227	29141362	['PsaB', 'PSAB']	2	TO:0000207	plant height|Ht|PTHT|shoot height	1
27619227	29141362	['PsaB', 'PSAB']	2	TO:0000370	leaf width|LFWD|lfwid|LW	1
27619227	29141362	['PsaB', 'PSAB']	2	TO:0000495	chlorophyll content|CHLCN	1
27619227	29141362	['PsaB', 'PSAB']	2	TO:0000541	leaf position|leaf height|LFHT	1
27619227	29141362	['PsaB', 'PSAB']	2	TO:0006062	plant width	1
27619227	29141362	['PsaB', 'PSAB']	2	TO:0012002	leaf chlorophyll content	1
27619227	29141362	['PsaB', 'PSAB']	2	TO:0000106	male sterility type|MS	1
27619227	29141397	['PSBB']	2	TO:0000135	leaf length|LFLG|lfln|LL	1
27619227	29141397	['PSBB']	2	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	4
27619227	29141397	['PSBB']	2	TO:0000207	plant height|Ht|PTHT|shoot height	1
27619227	29141397	['PSBB']	2	TO:0000370	leaf width|LFWD|lfwid|LW	1
27619227	29141397	['PSBB']	2	TO:0000495	chlorophyll content|CHLCN	1
27619227	29141397	['PSBB']	2	TO:0000541	leaf position|leaf height|LFHT	1
27619227	29141397	['PSBB']	2	TO:0006062	plant width	1
27619227	29141397	['PSBB']	2	TO:0012002	leaf chlorophyll content	1
27619227	29141397	['PSBB']	2	TO:0000106	male sterility type|MS	1
27653809	50507	['Kox']	2	TO:0001015	photosynthetic rate|gross photosynthetic rate|leaf photosynthetic rate	2
27653809	50507	['Kox']	2	TO:0000522	stomatal conductance|STOCOND	2
27663411	820063	['dex1']	1	TO:0000053	pollen sterility	1
27663411	820063	['dex1']	1	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	1
27683092	818903	['Phytochrome-Interacting Factor4', 'PIF4', 'PHYTOCHROME', 'PHYTOCHROME-INTERACTING FACTOR 4']	4	TO:0000276	drought tolerance|drought resistance|DRTL	3
27683092	818903	['Phytochrome-Interacting Factor4', 'PIF4', 'PHYTOCHROME', 'PHYTOCHROME-INTERACTING FACTOR 4']	4	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	3
27683092	818903	['Phytochrome-Interacting Factor4', 'PIF4', 'PHYTOCHROME', 'PHYTOCHROME-INTERACTING FACTOR 4']	4	TO:0000168	abiotic stress trait|abiotic stress tolerance	1
27722771	100127084	['FERRITIN']	2	TO:0000351	zinc sensitivity|PDef|zinc deficiency|ZNSN	4
27722771	100127084	['FERRITIN']	2	TO:0000080	micronutrient sensitivity|micronutrient deficiency	3
27771250	4329728	['KSL5']	1	TO:0000992	gibberellin biosynthesis trait|gibberellin biosynthesis	1
27795685	4347178	['DEP1']	8	TO:0000256	genetic trait	1
27795685	4347178	['DEP1']	8	TO:0000072	awn length|An|awning|AWNLG	1
27795685	4347178	['DEP1']	8	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	1
27795685	4347178	['DEP1']	8	TO:0000447	filled grain number|FGRNB|FILGRNB|filled fruit number|filled grain number per panicle|grain number per panicle|GRNBPPN|number of grains per panicle	1
27795685	4347178	['DEP1']	8	TO:0000547	primary branch number|NPB|number of primary rachis branches|panicle primary branch number|PBRNB|PRB|primary branches per panicle	3
27795685	4347178	['DEP1']	8	TO:0000557	secondary branch number|SBRNB|secondary branches per panicle	2
27795685	4347178	['DEP1']	8	TO:0002759	grain number|GRNB|kernel number	1
27814357	4327329	['D2', 'd2']	4	TO:0000039	yield component	1
27814357	4327329	['D2', 'd2']	4	TO:0000337	kneeing ability|KnA|KNEAB|tiller angle	7
27814357	4327329	['D2', 'd2']	4	TO:0000567	tiller angle|TIAG	7
27813190	831741	['STN8', 'stn8', 'AtSTN8']	4	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
27888467	855828	['GAL4']	1	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	2
27913740	828553	['CER2']	2	TO:0002687	cell elongation trait|cell length	1
27913740	843182	['CER6']	1	TO:0002687	cell elongation trait|cell length	1
27968995	844187	['SPS1', 'sps1']	2	TO:0000331	sucrose phosphate synthase activity trait|SPS|SPSACT|sucrose 6-phosphate synthase|sucrose phosphate synthetase|sucrose phosphate-uridine diphosphate glucosyltransferase|sucrose-phosphate synthase activity|sucrosephosphate-UDP glucosyltransferase|UDP-glucose-fructose-phosphate glucosyltransferase|uridine diphosphoglucose-fructose phosphate glucosyltransferase	7
27968995	844187	['SPS1', 'sps1']	2	TO:0000291	carbohydrate content|CARBCN	1
28013072	146	['alpha-1,3']	5	TO:0000598	protein content|PROTCN|total protein content	1
28096805	9272143	['Pi54']	13	TO:0000256	genetic trait	1
28096805	9272143	['Pi54']	13	TO:0000497	fertility restoration trait|RF	2
28110460	9272629	['Rf1']	1	TO:0000169	chinsurah boro CMS|BOROCMS|CMS-boro	1
28110460	9272629	['Rf1']	1	TO:0000232	rice cytoplasmic male sterility|CMS|cytoplasmic male sterility	5
28110460	9272629	['Rf1']	1	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	1
28110460	9272629	['Rf1']	1	TO:0000580	cytoplasmic male sterility	1
28110460	9272629	['Rf1']	1	TO:0000355	heterosis|HET|heterosis in f1 hybrid|hybrid vigor	1
28110460	9272629	['Rf1']	1	TO:0000180	spikelet fertility|percent sterility|seed setting|SpFert|SPKFRT	2
28191468	4330713	['Lsi1']	5	TO:0000495	chlorophyll content|CHLCN	1
25641188	829949	['SHM1']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
25641188	829949	['SHM1']	1	TO:0002657	oxidative stress	1
26025517	826630	['AtNIP5;1']	1	TO:0000018	boron sensitivity|boron deficiency|BOSN	1
26025517	826630	['AtNIP5;1']	1	TO:0000346	tiller number|TINB	1
26025517	826630	['AtNIP5;1']	1	TO:0000421	pollen fertility|POFRT	1
27208292	826609	['DET1']	4	TO:0000387	plant trait|plant phenotype|plant quality	2
28217135	732751	['TPS10', 'tps10']	2	TO:0006067	aphid resistance	1
28254780	830576	['FTIP1']	2	TO:0000387	plant trait|plant phenotype|plant quality	1
28263767	829919	['SHR', 'AtSHR', 'shr']	5	TO:0000084	root number|RTNB|tnr	2
28301324	5883	['Rad9']	1	TO:0000163	auxin sensitivity|AUXSN|IAA response|IAA sensitivity|indole-3-acetic acid response|indole-3-acetic acid sensitivity	1
28301324	851803	['Rad9']	3	TO:0000163	auxin sensitivity|AUXSN|IAA response|IAA sensitivity|indole-3-acetic acid response|indole-3-acetic acid sensitivity	1
28299960	843716	['SARD1', 'AtSARD1']	6	TO:0000387	plant trait|plant phenotype|plant quality	2
28299960	843716	['SARD1', 'AtSARD1']	6	TO:0000207	plant height|Ht|PTHT|shoot height	1
28299960	832750	['AtCBP60g']	1	TO:0000387	plant trait|plant phenotype|plant quality	2
28299960	832750	['AtCBP60g']	1	TO:0000207	plant height|Ht|PTHT|shoot height	1
28332574	29141377	['atpB', 'AtpB']	1	TO:0000303	cold tolerance|COLDTL|CTol	4
28330558	821492	['AtPUT5', 'PUT5', 'put5']	4	TO:0000881	flower type	1
28330558	840073	['AtPUT2']	1	TO:0000881	flower type	1
28330558	830446	['AtPUT3']	1	TO:0000881	flower type	1
28340002	836163	['SIZ1', 'siz1', 'ATSIZ1', 'AtSIZ1']	4	TO:0000188	drought sensitivity|drought susceptibility|DRS|DRSN	1
28340002	836163	['SIZ1', 'siz1', 'ATSIZ1', 'AtSIZ1']	4	TO:0000429	salt sensitivity|Sal|saline sensitivity|SALTSN	1
28340002	836163	['SIZ1', 'siz1', 'ATSIZ1', 'AtSIZ1']	4	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	2
28340002	836163	['SIZ1', 'siz1', 'ATSIZ1', 'AtSIZ1']	4	TO:0000168	abiotic stress trait|abiotic stress tolerance	2
28340002	836163	['SIZ1', 'siz1', 'ATSIZ1', 'AtSIZ1']	4	TO:0000259	heat tolerance|HTol	1
28340002	836163	['SIZ1', 'siz1', 'ATSIZ1', 'AtSIZ1']	4	TO:0000276	drought tolerance|drought resistance|DRTL	1
28371923	817267	['CLAVATA3', 'CLV3']	1	TO:0006038	floral organ number	1
28371923	817267	['CLAVATA3', 'CLV3']	1	TO:0002659	pistil number	1
28378532	842114	['AtGolS2']	6	TO:0000276	drought tolerance|drought resistance|DRTL	4
28378532	842114	['AtGolS2']	6	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	1
28378532	842114	['AtGolS2']	6	TO:0002759	grain number|GRNB|kernel number	1
28378532	842114	['AtGolS2']	6	TO:0000136	leaf relative water content|leaf relative water content|rec|RELWCN	2
28394310	827605	['BRASSINOSTEROID-INSENSITIVE2', 'BIN2']	1	TO:0000397	grain size|GRSZ	1
28394310	827605	['BRASSINOSTEROID-INSENSITIVE2', 'BIN2']	1	TO:0000919	grain weight|20 kernel weight|caryopsis fruit weight|GRWT|kernel weight|kwt	2
28394310	827605	['BRASSINOSTEROID-INSENSITIVE2', 'BIN2']	1	TO:0000975	grain width|caryopsis width|kernel width	3
28414264	822287	['ICE1', 'INDUCER OF CBF EXPRESSION 1', 'AtICE1']	5	TO:0000303	cold tolerance|COLDTL|CTol	3
28494021	10521	['P7-2']	11	TO:0000166	gibberellic acid sensitivity|GA3 response|GASN|GB response|gibberellic acid response|Gibberellin response	1
28494021	10521	['P7-2']	11	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	1
28494021	6500	['SKP1', 'S-phase kinase-associated protein 1']	5	TO:0000166	gibberellic acid sensitivity|GA3 response|GASN|GB response|gibberellic acid response|Gibberellin response	1
28494021	6500	['SKP1', 'S-phase kinase-associated protein 1']	5	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	1
28578018	822324	['TSO2']	1	TO:0000069	variegated leaf|albino leaf striping|leaf stripes	3
28578018	822324	['TSO2']	1	TO:0000495	chlorophyll content|CHLCN	1
28578018	822324	['TSO2']	1	TO:0000504	leaf temperature|LFTMP	1
28578018	822324	['TSO2']	1	TO:0012002	leaf chlorophyll content	1
28578018	822324	['TSO2']	1	TO:0000822	leaf midvein morphology trait|leaf midrib	1
28578018	822324	['TSO2']	1	TO:0000823	leaf midvein thickness|leaf midrib	1
28578018	822324	['TSO2']	1	TO:0000207	plant height|Ht|PTHT|shoot height	1
23496930	100049034	['TaSGT1', 'SGT1']	2	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
28585692	836348	['GCD1', 'GAMETE CELLS DEFECTIVE1']	2	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	1
28636095	9266343	['SaF']	5	TO:0000355	heterosis|HET|heterosis in f1 hybrid|hybrid vigor	1
28636095	9266343	['SaF']	5	TO:0000053	pollen sterility	1
28636095	9266343	['SaF']	5	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	2
28631167	836020	['COPT1']	3	TO:0006049	iron concentration	4
28631167	836020	['COPT1']	3	TO:0006052	copper concentration	3
28621888	55611	['OTUB1']	1	TO:0000371	yield trait|YLD	1
28621888	55611	['OTUB1']	1	TO:0000396	grain yield trait|GRYLD|Yld	1
28621888	55611	['OTUB1']	1	TO:0000397	grain size|GRSZ	6
28621888	55611	['OTUB1']	1	TO:0002730	grain shape|dehulled grain shape|DHULGRSHP|GRSHP	6
28621888	55611	['OTUB1']	1	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	1
28621888	55611	['OTUB1']	1	TO:0000447	filled grain number|FGRNB|FILGRNB|filled fruit number|filled grain number per panicle|grain number per panicle|GRNBPPN|number of grains per panicle	1
28621888	55611	['OTUB1']	1	TO:0002759	grain number|GRNB|kernel number	1
28626008	833556	['Sap']	1	TO:0000520	stomatal closure rate|STOCSRRATE	1
28626008	833556	['Sap']	1	TO:0001018	transpiration rate	1
28680100	831888	['SQD2', 'sqd2']	10	TO:0000371	yield trait|YLD	1
28680100	831888	['SQD2', 'sqd2']	10	TO:0000697	starch yield|STARCHYLD	1
28680100	831888	['SQD2', 'sqd2']	10	TO:0000905	seed yield trait	1
28680100	831888	['SQD2', 'sqd2']	10	TO:0000180	spikelet fertility|percent sterility|seed setting|SpFert|SPKFRT	1
28680100	831888	['SQD2', 'sqd2']	10	TO:0000346	tiller number|TINB	1
28680100	7360	['uridine diphosphate-glucose']	1	TO:0000371	yield trait|YLD	1
28680100	7360	['uridine diphosphate-glucose']	1	TO:0000697	starch yield|STARCHYLD	1
28680100	7360	['uridine diphosphate-glucose']	1	TO:0000905	seed yield trait	1
28680100	7360	['uridine diphosphate-glucose']	1	TO:0000180	spikelet fertility|percent sterility|seed setting|SpFert|SPKFRT	1
28680100	7360	['uridine diphosphate-glucose']	1	TO:0000346	tiller number|TINB	1
28715430	4327333	['Gn1a']	1	TO:0000162	grain quality trait	1
28715430	4327333	['Gn1a']	1	TO:0000371	yield trait|YLD	1
28715430	4327333	['Gn1a']	1	TO:0000396	grain yield trait|GRYLD|Yld	1
28715430	4327333	['Gn1a']	1	TO:0000072	awn length|An|awning|AWNLG	1
28715430	4340567	['ALK']	1	TO:0000162	grain quality trait	1
28715430	4340567	['ALK']	1	TO:0000371	yield trait|YLD	1
28715430	4340567	['ALK']	1	TO:0000396	grain yield trait|GRYLD|Yld	1
28715430	4340567	['ALK']	1	TO:0000072	awn length|An|awning|AWNLG	1
28715430	4340087	['Ef7', 'ef7', 'Hd17']	1	TO:0000162	grain quality trait	1
28715430	4340087	['Ef7', 'ef7', 'Hd17']	1	TO:0000371	yield trait|YLD	1
28715430	4340087	['Ef7', 'ef7', 'Hd17']	1	TO:0000396	grain yield trait|GRYLD|Yld	1
28715430	4340087	['Ef7', 'ef7', 'Hd17']	1	TO:0000072	awn length|An|awning|AWNLG	1
28715430	4330574	['DTH2']	1	TO:0000162	grain quality trait	1
28715430	4330574	['DTH2']	1	TO:0000371	yield trait|YLD	1
28715430	4330574	['DTH2']	1	TO:0000396	grain yield trait|GRYLD|Yld	1
28715430	4330574	['DTH2']	1	TO:0000072	awn length|An|awning|AWNLG	1
28715430	4344443	['Ehd3']	1	TO:0000162	grain quality trait	1
28715430	4344443	['Ehd3']	1	TO:0000371	yield trait|YLD	1
28715430	4344443	['Ehd3']	1	TO:0000396	grain yield trait|GRYLD|Yld	1
28715430	4344443	['Ehd3']	1	TO:0000072	awn length|An|awning|AWNLG	1
28726715	107799583	['catalase', 'CAT']	2	TO:0000303	cold tolerance|COLDTL|CTol	1
28726715	107799583	['catalase', 'CAT']	2	TO:0000495	chlorophyll content|CHLCN	1
28726715	107799583	['catalase', 'CAT']	2	TO:0000605	hydrogen peroxide content|H2O2 content|H2O2CN	1
28726715	107773042	['peroxidase', 'POD']	2	TO:0000303	cold tolerance|COLDTL|CTol	1
28726715	107773042	['peroxidase', 'POD']	2	TO:0000495	chlorophyll content|CHLCN	1
28726715	107773042	['peroxidase', 'POD']	2	TO:0000605	hydrogen peroxide content|H2O2 content|H2O2CN	1
28751900	844187	['SPS1', 'sps1', 'AtSPS1']	1	TO:0000106	male sterility type|MS	1
28751900	844187	['SPS1', 'sps1', 'AtSPS1']	1	TO:0000495	chlorophyll content|CHLCN	1
28751900	844187	['SPS1', 'sps1', 'AtSPS1']	1	TO:0000496	carotenoid content|CRTCN	1
28751900	844187	['SPS1', 'sps1', 'AtSPS1']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
28751900	838275	['AtSPS2']	1	TO:0000106	male sterility type|MS	1
28751900	838275	['AtSPS2']	1	TO:0000495	chlorophyll content|CHLCN	1
28751900	838275	['AtSPS2']	1	TO:0000496	carotenoid content|CRTCN	1
28751900	838275	['AtSPS2']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
28761150	830377	['NICOTIANAMINE SYNTHASE 1', 'AtNAS1']	2	TO:0000080	micronutrient sensitivity|micronutrient deficiency	2
28761150	830377	['NICOTIANAMINE SYNTHASE 1', 'AtNAS1']	2	TO:0000351	zinc sensitivity|PDef|zinc deficiency|ZNSN	1
28761150	830377	['NICOTIANAMINE SYNTHASE 1', 'AtNAS1']	2	TO:0000289	carotene content	1
28776570	8879	['SPL']	1	TO:0000256	genetic trait	1
28776570	8879	['SPL']	1	TO:0000017	plant morphology trait|plant architecture trait|plant structure trait	1
28776570	8879	['SPL']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
28776570	8879	['SPL']	1	TO:0000346	tiller number|TINB	1
28776570	8879	['SPL']	1	TO:0000919	grain weight|20 kernel weight|caryopsis fruit weight|GRWT|kernel weight|kwt	1
28776570	8879	['SPL']	1	TO:0002759	grain number|GRNB|kernel number	1
28776570	55611	['OTUB1']	3	TO:0000256	genetic trait	1
28776570	55611	['OTUB1']	3	TO:0000017	plant morphology trait|plant architecture trait|plant structure trait	1
28776570	55611	['OTUB1']	3	TO:0000387	plant trait|plant phenotype|plant quality	1
28776570	55611	['OTUB1']	3	TO:0000346	tiller number|TINB	1
28776570	55611	['OTUB1']	3	TO:0000919	grain weight|20 kernel weight|caryopsis fruit weight|GRWT|kernel weight|kwt	1
28776570	55611	['OTUB1']	3	TO:0002759	grain number|GRNB|kernel number	1
28775143	830996	['HY5', 'AtHY5', 'Athy5']	10	TO:0000207	plant height|Ht|PTHT|shoot height	1
28775143	821027	['AtHYH']	1	TO:0000207	plant height|Ht|PTHT|shoot height	1
28789632	855009	['GLO1']	5	TO:0000599	enzyme activity trait|enzymatic activity|enzyme catalytic activity	2
28789632	854205	['GLO4']	4	TO:0000599	enzyme activity trait|enzymatic activity|enzyme catalytic activity	2
28789632	856859	['GLO3']	3	TO:0000599	enzyme activity trait|enzymatic activity|enzyme catalytic activity	2
28801565	842733	['NPR1', 'npr1', 'AtNPR1']	3	TO:0002657	oxidative stress	1
28805492	818903	['Phytochrome-Interacting Factor4', 'PIF4', 'PHYTOCHROME', 'PHYTOCHROME-INTERACTING FACTOR 4']	3	TO:0000241	leaf number|LFNB	1
28805492	818903	['Phytochrome-Interacting Factor4', 'PIF4', 'PHYTOCHROME', 'PHYTOCHROME-INTERACTING FACTOR 4']	3	TO:0000387	plant trait|plant phenotype|plant quality	1
28805492	825075	['PIF5']	1	TO:0000241	leaf number|LFNB	1
28805492	825075	['PIF5']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
28805492	833957	['ORESARA1', 'ORE1']	1	TO:0000241	leaf number|LFNB	1
28805492	833957	['ORESARA1', 'ORE1']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
28816596	841427	['AtTOR', 'TOR']	7	TO:0002638	shoot meristem development|shoot meristem abortion	1
28816596	841427	['AtTOR', 'TOR']	7	TO:0002692	root meristem development	1
28816596	841427	['AtTOR', 'TOR']	7	TO:0006020	shoot apical meristem development	1
28816596	841427	['AtTOR', 'TOR']	7	TO:0006031	inflorescence size	1
28816596	843915	['CLAVATA1', 'CLV1', 'AtCLV1']	1	TO:0002638	shoot meristem development|shoot meristem abortion	1
28816596	843915	['CLAVATA1', 'CLV1', 'AtCLV1']	1	TO:0002692	root meristem development	1
28816596	843915	['CLAVATA1', 'CLV1', 'AtCLV1']	1	TO:0006020	shoot apical meristem development	1
28816596	843915	['CLAVATA1', 'CLV1', 'AtCLV1']	1	TO:0006031	inflorescence size	1
28816596	817267	['CLAVATA3', 'CLV3', 'AtCLV3']	1	TO:0002638	shoot meristem development|shoot meristem abortion	1
28816596	817267	['CLAVATA3', 'CLV3', 'AtCLV3']	1	TO:0002692	root meristem development	1
28816596	817267	['CLAVATA3', 'CLV3', 'AtCLV3']	1	TO:0006020	shoot apical meristem development	1
28816596	817267	['CLAVATA3', 'CLV3', 'AtCLV3']	1	TO:0006031	inflorescence size	1
28821594	831258	['LAZY1', 'AtLAZY1', 'atlazy1']	4	TO:1000009	branch angle|branching angle|shoot axis branch angle	8
28838125	843628	['HTH']	2	TO:0000421	pollen fertility|POFRT	1
28049740	348654	['GEN1']	4	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	1
28049740	80198	['Mus81', 'MUS81']	2	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	1
28049740	146956	['Mms4', 'EME1']	2	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	1
28049740	84464	['Slx4', 'SLX4']	2	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	1
28905253	9272143	['Pi54']	3	TO:0000074	blast disease resistance|blast disease resistance trait|blast disease susceptibility	2
28905253	9272143	['Pi54']	3	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	2
28904339	29141377	['atpB', 'AtpB']	1	TO:0000421	pollen fertility|POFRT	1
28904339	29141377	['atpB', 'AtpB']	1	TO:0000053	pollen sterility	1
28922766	10938	['Ehd1']	1	TO:0000495	chlorophyll content|CHLCN	1
28922766	10938	['Ehd1']	1	TO:0012002	leaf chlorophyll content	1
28922766	10938	['Ehd1']	1	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	1
28922766	10938	['Ehd1']	1	TO:0000346	tiller number|TINB	1
28922766	10938	['Ehd1']	1	TO:0000456	spikelet number|number of spikelets per panicle|spikelet number per panicle|SPKNB	1
28922766	30846	['Ehd2']	1	TO:0000495	chlorophyll content|CHLCN	1
28922766	30846	['Ehd2']	1	TO:0012002	leaf chlorophyll content	1
28922766	30846	['Ehd2']	1	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	1
28922766	30846	['Ehd2']	1	TO:0000346	tiller number|TINB	1
28922766	30846	['Ehd2']	1	TO:0000456	spikelet number|number of spikelets per panicle|spikelet number per panicle|SPKNB	1
28922766	30845	['Ehd3']	1	TO:0000495	chlorophyll content|CHLCN	1
28922766	30845	['Ehd3']	1	TO:0012002	leaf chlorophyll content	1
28922766	30845	['Ehd3']	1	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	1
28922766	30845	['Ehd3']	1	TO:0000346	tiller number|TINB	1
28922766	30845	['Ehd3']	1	TO:0000456	spikelet number|number of spikelets per panicle|spikelet number per panicle|SPKNB	1
28922766	30844	['Ehd4']	1	TO:0000495	chlorophyll content|CHLCN	1
28922766	30844	['Ehd4']	1	TO:0012002	leaf chlorophyll content	1
28922766	30844	['Ehd4']	1	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	1
28922766	30844	['Ehd4']	1	TO:0000346	tiller number|TINB	1
28922766	30844	['Ehd4']	1	TO:0000456	spikelet number|number of spikelets per panicle|spikelet number per panicle|SPKNB	1
28932262	827612	['AtCesA8']	4	TO:0000017	plant morphology trait|plant architecture trait|plant structure trait	1
28932262	827612	['AtCesA8']	4	TO:0000387	plant trait|plant phenotype|plant quality	2
28994391	4143	['SAMS', 'S-Adenosyl-l-methionine synthetase', 'SAMS1']	1	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	1
28994391	4143	['SAMS', 'S-Adenosyl-l-methionine synthetase', 'SAMS1']	1	TO:0000599	enzyme activity trait|enzymatic activity|enzyme catalytic activity	1
29047257	839472	['HCAR', 'hcar']	6	TO:0000652	leaf necrosis|leaf scorch|LFNEC	1
29047257	839472	['HCAR', 'hcar']	6	TO:0002657	oxidative stress	1
29058311	818614	['ABI4']	1	TO:0000253	seed dormancy|SDDOR	1
29122595	100304287	['BAF1']	1	TO:1000009	branch angle|branching angle|shoot axis branch angle	2
29122595	100191175	['BRANCH ANGLE DEFECTIVE 1', 'BAD1']	2	TO:1000009	branch angle|branching angle|shoot axis branch angle	2
29162059	3767694	['miR159']	8	TO:0000040	panicle length|PnL|PNLG	1
29162059	3767694	['miR159']	8	TO:0000135	leaf length|LFLG|lfln|LL	1
29162059	3767694	['miR159']	8	TO:0000397	grain size|GRSZ	2
29162059	3767694	['miR159']	8	TO:0000576	stem length|CmL|core length|culm height|culm length|CULMLG|stem height|STEMLG	1
